,age_years,size,weight_kg,breed_group,intake_type,days_in_shelter,previously_returned,medical_needs,neutered,aggression_score,anxiety_separation,reactivity_to_dogs,energy_level,training_level,house_trained,first_time_owner,household_has_kids,household_has_pets,home_type,has_yard,hours_alone_per_day,adopter_activity_level,visits_before_adoption,met_resident_pets,adoption_counseling,expectation_score,energy_mismatch,size_home_mismatch
16677,0.8,medium,11.7,toy,owner_surrender,15,0,none,0,2.1,5.1,2.8,6.1,3.4,0,1,1,0,house_rented,1,9.5,8.4,1,0,0,5.3,2.3,0
29155,5.3,large,39.7,working,stray,4,0,minor,1,1.6,4.2,3.3,4.7,3.3,1,1,0,1,apartment,0,6.1,4.1,1,1,0,8.6,0.6,1
36231,1.7,xlarge,41.7,herding,stray,32,0,none,1,5.5,4.7,4.6,5.6,2.7,1,0,0,0,apartment,0,5.5,2.9,2,0,1,7.8,2.7,1
17347,2.8,small,6.8,terrier,owner_surrender,16,1,none,1,3.2,3.5,1.4,8.2,7.8,1,0,1,0,house_owned,0,4.8,3.6,2,0,0,4.6,4.6,0
37408,1.8,small,9.5,terrier,stray,31,0,none,1,2.7,3.8,5.6,3.8,6.9,0,1,1,0,house_rented,1,7.2,5.3,1,0,0,7.2,1.5,0
33625,1.4,large,31.8,mixed,owner_surrender,59,0,none,1,1.5,4.1,1.0,6.5,8.3,0,0,1,1,house_rented,0,5.2,6.7,1,0,0,1.6,0.2,0
25980,1.5,small,8.6,working,transfer,18,0,none,1,1.6,8.1,4.5,4.0,4.2,0,1,0,0,apartment,0,2.7,8.3,3,0,1,6.4,4.3,0
2614,4.4,medium,19.2,mixed,stray,27,0,minor,1,4.1,1.9,5.0,6.1,5.0,1,0,0,1,apartment,0,7.0,2.8,2,0,1,3.7,3.3,0
35158,8.5,small,7.6,toy,owner_surrender,3,0,none,1,4.5,4.1,1.7,6.2,3.2,1,0,0,0,house_owned,1,3.3,6.6,3,0,0,5.2,0.4,0
37023,3.0,medium,21.2,mixed,stray,48,0,minor,1,2.1,3.5,2.8,4.8,6.0,0,0,1,1,house_owned,0,6.0,5.7,2,1,1,8.5,0.9,0
32053,3.7,small,9.5,hound,stray,26,0,none,1,0.7,5.0,2.0,6.5,3.3,1,0,1,1,apartment,0,4.9,3.2,1,1,0,4.9,3.3,0
16594,2.9,small,5.5,sporting,transfer,8,0,none,1,5.0,7.6,3.0,5.7,0.0,0,0,1,0,house_owned,0,1.6,7.0,2,0,0,4.6,1.3,0
25921,6.5,large,27.3,working,stray,119,0,none,1,3.1,4.9,4.5,2.5,8.8,1,0,0,0,house_owned,1,4.0,6.1,1,0,0,7.8,3.6,0
8276,3.8,medium,19.6,hound,stray,52,0,none,1,3.0,5.9,8.1,4.8,10.0,0,1,1,0,house_owned,1,7.6,6.2,1,0,0,7.1,1.4,0
30674,5.9,large,27.2,working,stray,10,0,minor,1,5.6,5.4,8.4,4.8,1.2,0,0,1,1,apartment,0,6.0,6.5,2,1,0,6.8,1.7,1
38030,3.4,medium,22.9,mixed,stray,23,0,none,1,1.2,5.7,6.5,3.5,2.6,0,0,0,0,house_owned,1,6.7,2.9,2,0,0,10.0,0.6,0
36428,8.4,small,5.6,mixed,transfer,20,0,none,1,1.7,6.4,4.3,5.6,4.8,0,1,0,1,house_owned,0,8.6,5.7,1,0,1,9.2,0.1,0
22859,3.0,medium,16.5,hound,transfer,16,0,none,1,1.1,3.1,1.2,6.7,4.4,0,0,1,0,house_rented,1,8.7,4.4,1,0,1,7.6,2.3,0
7196,1.2,small,7.6,mixed,owner_surrender,30,1,none,1,3.2,6.9,0.3,6.5,5.0,1,0,0,0,house_owned,1,8.3,6.7,1,0,1,5.1,0.2,0
16718,1.9,large,29.5,mixed,stray,19,0,none,1,2.1,3.2,1.2,4.7,4.8,1,0,1,1,apartment,0,7.9,3.5,2,1,0,6.0,1.2,1
12831,3.6,small,9.6,terrier,stray,97,0,none,1,5.5,8.6,8.1,10.0,6.7,0,0,0,1,house_owned,0,5.8,5.2,1,1,0,5.8,4.8,0
22791,1.3,large,31.3,sporting,born_in_care,5,0,none,1,0.6,1.0,3.7,4.8,1.2,0,0,0,1,house_owned,1,9.1,9.6,2,1,0,6.2,4.8,0
23894,3.8,medium,15.3,working,transfer,35,0,none,1,5.9,9.4,6.8,7.6,1.0,0,1,0,0,house_owned,1,7.4,5.5,4,0,1,5.8,2.1,0
10421,7.7,medium,23.7,sporting,stray,1,0,none,1,1.9,2.8,2.6,3.8,6.0,0,0,0,1,house_owned,1,7.7,2.8,1,1,0,8.0,1.0,0
5306,4.3,medium,17.4,mixed,stray,23,0,none,1,4.7,4.5,5.5,6.1,0.0,0,0,0,1,house_owned,0,13.8,0.8,1,0,0,2.9,5.3,0
16583,3.1,xlarge,33.7,mixed,owner_surrender,12,0,none,1,3.7,0.0,0.0,6.0,4.9,0,0,1,0,apartment,0,5.5,5.8,2,0,0,8.2,0.2,1
812,4.6,medium,25.8,terrier,stray,12,1,none,1,0.6,4.9,3.7,6.9,2.4,1,0,0,1,house_owned,1,0.3,6.4,2,1,1,7.7,0.5,0
8842,4.7,small,12.6,mixed,owner_surrender,93,0,none,1,2.9,5.6,2.9,9.7,3.2,0,0,1,1,house_rented,1,0.1,8.3,3,0,1,4.1,1.4,0
23357,3.6,medium,15.4,mixed,stray,67,0,none,1,4.3,4.2,3.8,5.7,5.8,1,0,0,1,apartment,0,10.4,4.4,1,0,1,6.9,1.3,0
651,3.3,large,24.3,hound,stray,6,0,none,1,0.1,4.7,5.1,5.0,6.1,1,0,1,0,apartment,0,5.7,5.3,1,0,0,5.5,0.3,1
12982,1.6,large,31.9,mixed,stray,34,0,none,1,2.1,4.2,2.2,6.6,6.2,1,0,1,0,apartment,0,6.3,8.0,3,0,1,7.9,1.4,1
21735,1.4,small,8.6,mixed,stray,23,0,none,1,2.3,2.6,0.3,5.4,0.3,0,0,1,1,house_rented,1,4.3,9.0,1,0,0,6.8,3.6,0
6192,2.9,large,26.9,mixed,stray,23,0,none,1,6.0,3.7,5.6,4.7,3.9,1,1,1,1,house_rented,1,6.4,3.1,2,1,1,10.0,1.6,0
2738,2.8,medium,17.1,mixed,stray,67,0,chronic,1,2.8,4.4,2.1,5.1,7.0,1,0,0,1,house_rented,1,2.4,1.9,1,0,0,6.3,3.2,0
4001,0.9,large,33.6,mixed,stray,15,0,minor,1,5.3,1.3,8.2,6.9,4.4,0,0,0,0,house_owned,1,7.6,4.8,1,0,0,5.2,2.1,0
12291,2.1,large,37.3,mixed,transfer,31,0,none,1,0.6,4.8,4.1,7.8,8.2,1,1,1,0,house_owned,1,5.9,5.2,1,0,0,6.9,2.6,0
21915,3.1,large,30.5,mixed,born_in_care,24,0,none,0,5.3,0.8,7.5,3.8,3.0,0,1,0,0,apartment,0,8.8,1.5,1,0,0,6.9,2.3,1
20195,2.4,medium,17.3,working,born_in_care,34,0,none,1,0.0,8.5,5.9,8.5,5.4,0,0,0,0,apartment,0,6.9,4.0,2,0,0,6.9,4.5,0
12535,3.8,large,23.6,herding,owner_surrender,24,0,none,1,1.5,3.8,3.9,7.9,5.3,0,0,0,1,house_rented,1,4.2,6.1,1,0,0,4.2,1.8,0
9828,4.5,large,35.8,herding,owner_surrender,46,1,none,1,4.3,3.0,0.7,5.7,5.4,1,1,0,0,apartment,1,3.9,0.0,1,0,0,8.2,5.7,1
25423,3.4,large,25.9,sporting,stray,2,0,minor,1,2.6,1.9,7.1,4.7,4.3,0,0,0,1,house_rented,1,5.9,7.6,2,0,1,6.4,2.9,0
12975,6.2,medium,24.9,working,stray,61,0,none,1,2.5,4.5,4.1,5.3,7.3,1,1,0,1,house_rented,1,5.2,4.6,1,0,0,6.6,0.7,0
27084,1.6,medium,23.8,terrier,owner_surrender,22,0,none,1,4.4,4.2,3.1,3.7,2.5,0,1,0,1,house_owned,0,7.5,4.7,1,0,1,7.2,1.0,0
31727,2.5,small,6.5,herding,transfer,21,0,none,1,1.3,4.1,5.9,8.6,2.2,1,0,0,1,apartment,0,6.4,4.7,1,0,0,8.5,3.9,0
24033,4.5,xlarge,41.3,working,transfer,42,0,none,1,1.4,1.6,2.6,9.5,3.5,1,1,0,1,house_rented,1,6.1,9.7,1,1,1,5.9,0.2,0
10675,4.7,large,35.1,toy,owner_surrender,30,0,minor,1,1.8,4.0,2.5,6.0,0.0,1,1,0,1,house_rented,1,13.4,6.5,3,0,0,8.1,0.5,0
40781,2.8,medium,18.4,toy,transfer,16,0,none,1,2.9,2.7,10.0,5.0,4.2,0,0,0,1,apartment,0,11.0,3.6,1,1,1,6.6,1.4,0
39067,5.2,medium,21.9,sporting,owner_surrender,36,1,none,1,3.0,8.2,4.2,7.5,2.5,1,1,1,1,house_rented,1,6.1,4.5,1,1,0,6.0,3.0,0
490,0.4,small,7.6,sporting,owner_surrender,80,0,none,1,0.0,2.8,1.5,6.0,9.2,0,0,0,0,house_owned,1,4.5,3.2,1,0,0,5.8,2.8,0
36050,0.8,large,37.0,mixed,stray,41,0,minor,1,2.6,4.4,8.5,1.3,3.8,1,0,0,1,house_owned,1,4.3,5.8,2,1,1,6.0,4.5,0
19082,4.9,large,32.6,terrier,owner_surrender,40,0,none,1,1.5,5.2,8.2,9.6,0.0,0,0,0,0,house_owned,1,7.2,10.0,4,0,0,8.9,0.4,0
16989,3.8,small,8.6,working,born_in_care,56,0,minor,1,3.7,3.2,2.9,3.9,5.1,1,1,0,1,house_owned,1,8.6,2.8,3,1,0,7.5,1.1,0
35669,3.0,small,5.0,mixed,transfer,12,0,none,1,5.6,1.7,7.6,3.1,3.2,1,0,0,1,house_rented,1,11.4,6.3,1,0,0,10.0,3.2,0
32236,2.4,large,27.3,terrier,born_in_care,41,0,none,1,4.6,5.6,0.0,6.7,5.7,0,1,1,0,house_rented,0,9.0,6.5,3,0,0,9.2,0.2,0
28959,1.5,medium,13.7,mixed,owner_surrender,11,0,chronic,1,2.3,4.4,4.9,8.3,5.3,1,1,0,1,house_owned,1,4.3,2.1,2,0,0,10.0,6.2,0
27469,2.7,medium,18.0,sporting,stray,12,0,none,1,0.3,0.4,2.6,5.0,7.8,1,1,1,1,house_owned,1,8.3,6.9,2,0,0,7.3,1.9,0
16753,1.7,large,34.0,terrier,stray,7,0,none,1,1.7,4.9,2.4,6.1,4.1,0,0,0,1,house_rented,1,7.9,2.0,1,0,0,7.2,4.1,0
20593,1.6,medium,24.6,terrier,owner_surrender,143,0,minor,1,1.1,6.4,0.0,8.0,6.6,1,1,0,0,apartment,0,2.8,9.6,4,0,0,5.7,1.6,0
20545,11.6,large,43.3,working,owner_surrender,5,0,none,1,3.9,4.1,5.8,5.7,3.3,0,1,1,0,house_rented,1,8.3,6.8,3,0,0,8.6,1.1,0
34161,1.3,xlarge,41.3,hound,stray,2,0,none,1,1.5,0.8,3.6,2.6,6.5,0,0,0,1,house_owned,1,2.5,4.6,1,1,0,8.6,2.0,0
1627,5.6,large,39.9,toy,stray,2,0,none,1,1.0,2.4,1.1,5.7,6.5,0,0,0,1,apartment,0,4.6,5.6,1,0,0,4.6,0.1,1
1360,5.8,medium,16.4,toy,owner_surrender,9,1,minor,1,4.7,6.2,7.1,6.2,2.4,0,0,0,1,house_owned,1,5.8,6.1,1,1,0,3.6,0.1,0
20331,4.5,small,6.7,mixed,transfer,40,1,minor,1,1.9,3.6,1.8,8.0,0.7,1,1,0,1,house_owned,1,5.1,7.8,3,1,0,5.1,0.2,0
9378,3.7,xlarge,53.2,terrier,owner_surrender,9,0,none,1,2.4,7.4,10.0,9.7,2.4,0,0,0,1,house_owned,1,6.8,3.6,3,0,0,5.1,6.1,0
591,6.9,large,31.6,working,transfer,9,0,none,1,6.9,3.4,3.9,9.2,4.5,1,0,1,0,house_owned,1,1.0,6.7,3,0,1,9.0,2.5,0
25499,2.4,medium,22.9,terrier,stray,28,0,minor,1,4.8,10.0,6.3,5.1,5.1,0,0,1,0,apartment,0,8.5,8.6,1,0,0,6.5,3.5,0
30772,9.8,medium,12.1,terrier,owner_surrender,68,0,minor,1,4.3,4.3,7.8,3.2,2.1,0,1,1,0,house_owned,1,7.8,5.6,1,0,1,5.5,2.4,0
19042,1.8,large,29.9,sporting,stray,14,0,none,1,2.8,4.3,1.5,6.3,7.8,0,1,0,0,apartment,0,5.8,6.1,1,0,0,8.9,0.2,1
34675,5.3,medium,13.4,mixed,stray,8,0,none,1,1.3,5.4,0.0,4.0,8.5,1,1,0,1,house_rented,1,9.9,4.5,3,1,0,9.3,0.5,0
41562,2.6,small,6.3,toy,stray,42,0,none,1,1.7,4.0,1.3,7.1,4.0,1,0,0,1,apartment,0,8.9,7.2,2,1,0,6.2,0.1,0
34180,2.9,large,36.9,mixed,stray,3,0,minor,1,3.6,3.9,2.0,5.7,2.9,0,0,1,0,apartment,0,6.7,5.1,3,0,0,5.3,0.6,1
3792,3.7,medium,16.5,sporting,owner_surrender,89,0,none,1,2.6,4.9,8.0,7.4,4.6,0,1,0,1,apartment,0,4.5,8.3,1,1,1,8.6,0.9,0
11125,3.6,small,11.1,hound,owner_surrender,13,0,none,1,3.0,2.3,7.2,3.0,5.1,0,1,1,1,house_rented,1,7.3,7.0,1,1,0,3.1,4.0,0
34490,1.1,small,6.7,working,stray,10,0,minor,1,3.9,5.2,3.6,5.2,4.4,0,0,0,0,house_owned,1,7.5,3.6,1,0,0,6.8,1.6,0
19385,1.1,large,26.4,hound,transfer,58,0,none,1,1.6,5.0,4.9,4.6,1.9,0,1,0,1,apartment,0,4.3,4.8,1,0,0,6.8,0.2,1
28533,10.5,medium,17.4,hound,stray,74,0,none,1,1.6,8.3,3.1,4.6,4.2,1,0,0,0,apartment,0,6.2,4.1,2,0,0,4.0,0.5,0
36100,3.4,medium,21.1,mixed,owner_surrender,19,0,chronic,1,0.7,2.0,0.0,6.8,1.9,0,1,0,1,house_owned,1,4.8,5.9,2,0,0,7.0,0.9,0
15451,2.2,medium,16.0,hound,owner_surrender,84,0,chronic,1,0.0,4.4,5.1,6.0,4.9,1,1,0,1,house_rented,1,5.0,5.1,1,1,1,8.0,0.9,0
40058,6.6,small,7.8,herding,owner_surrender,4,0,none,1,0.3,2.5,4.2,6.3,5.4,0,0,0,0,house_owned,0,2.4,4.4,1,0,0,8.1,1.9,0
15898,2.9,small,3.8,mixed,transfer,3,0,none,1,3.1,10.0,0.0,5.2,6.2,1,0,1,0,house_owned,0,14.0,2.9,2,0,0,6.2,2.3,0
36074,0.8,large,35.4,toy,stray,56,0,none,0,0.0,4.8,3.1,6.8,3.3,0,0,1,0,apartment,0,3.0,5.5,2,0,0,7.6,1.3,1
19900,5.7,small,10.4,herding,owner_surrender,68,0,none,1,2.4,2.9,1.9,6.5,5.1,0,1,0,1,house_owned,1,10.3,4.7,2,1,1,7.2,1.8,0
8671,6.4,large,29.8,mixed,stray,42,0,none,1,2.4,0.6,4.9,7.4,5.5,0,0,1,0,apartment,0,5.2,3.5,1,0,1,5.0,3.9,1
5366,3.3,medium,17.0,mixed,born_in_care,40,0,none,1,1.2,4.7,5.9,5.6,0.0,0,0,1,0,house_owned,1,8.4,5.4,1,0,1,5.8,0.2,0
25853,3.3,large,33.8,working,transfer,66,0,none,1,1.5,6.9,1.5,4.6,7.0,0,1,0,1,house_rented,1,7.8,7.2,1,0,1,5.9,2.6,0
23234,2.8,large,29.6,sporting,transfer,9,1,minor,1,1.8,0.0,3.1,5.0,2.8,0,0,0,0,apartment,0,2.6,4.5,1,0,0,7.6,0.5,1
13961,7.7,small,9.4,herding,transfer,33,0,minor,1,0.8,0.0,0.0,8.0,7.2,0,0,0,1,apartment,0,8.9,5.1,2,1,0,6.9,2.9,0
40038,8.5,medium,14.3,mixed,transfer,148,0,minor,1,1.7,3.3,2.8,6.1,10.0,0,0,0,1,apartment,0,5.4,4.7,1,1,1,6.6,1.4,0
15164,7.8,xlarge,32.6,herding,stray,2,0,none,1,3.8,6.0,3.7,5.9,4.7,0,1,0,0,house_owned,0,7.8,7.2,4,0,0,5.6,1.3,0
15100,1.0,small,7.0,working,transfer,4,0,none,1,0.0,0.0,0.0,8.3,7.2,1,0,1,0,apartment,0,1.1,1.9,1,0,0,5.3,6.4,0
7276,4.1,medium,13.5,hound,stray,12,0,none,1,3.0,1.9,7.8,8.3,4.3,0,1,0,1,apartment,0,6.0,8.9,1,1,0,4.0,0.6,0
39534,1.1,large,39.9,toy,stray,46,0,none,1,1.6,4.2,4.7,6.5,3.8,0,1,0,1,house_owned,1,3.3,3.9,1,0,0,7.9,2.6,0
16766,7.5,large,29.5,herding,stray,90,0,none,1,3.2,4.6,2.8,8.3,1.6,1,0,1,1,house_owned,0,3.1,4.1,1,1,0,5.5,4.2,0
27707,1.0,medium,20.4,mixed,stray,3,0,none,1,0.4,5.7,2.8,4.7,6.9,0,0,0,0,house_owned,1,0.0,3.2,1,0,1,5.3,1.5,0
11686,3.5,small,8.1,toy,stray,12,0,none,0,2.5,2.0,3.7,3.6,4.1,0,1,1,0,house_owned,1,8.3,2.6,3,0,0,8.0,1.0,0
4630,0.7,small,7.0,mixed,stray,28,0,none,1,2.9,5.1,3.3,8.1,9.8,0,1,1,0,house_owned,1,5.3,3.0,1,0,0,8.7,5.1,0
23186,2.2,large,25.6,terrier,owner_surrender,20,0,minor,1,2.1,5.3,5.7,5.3,4.3,1,0,0,0,house_owned,1,7.9,7.8,4,0,0,8.1,2.5,0
7979,6.9,small,7.1,mixed,stray,27,0,minor,1,0.0,7.1,5.1,8.1,6.3,0,0,0,0,house_owned,1,0.0,5.2,2,0,1,3.9,2.9,0
5206,0.9,small,7.7,sporting,owner_surrender,32,0,none,1,3.2,4.5,7.2,4.6,8.1,0,0,1,0,house_rented,0,0.7,6.2,1,0,1,3.3,1.6,0
5377,2.7,small,10.2,mixed,born_in_care,52,1,none,1,0.0,8.0,2.2,3.8,5.6,0,1,1,0,house_owned,1,5.8,6.0,2,0,0,4.7,2.2,0
27637,2.7,large,29.2,sporting,stray,87,0,none,1,2.7,0.0,1.1,6.6,7.2,0,0,0,1,apartment,0,0.0,7.7,1,0,0,2.6,1.1,1
2544,1.7,small,5.6,mixed,transfer,16,0,none,1,2.3,2.9,0.0,4.7,4.5,1,1,1,0,house_owned,1,8.5,4.9,1,0,0,2.4,0.2,0
31945,3.2,medium,15.1,mixed,born_in_care,19,0,none,1,3.4,5.4,0.8,4.1,5.6,1,0,1,0,apartment,0,5.9,3.4,1,0,1,8.8,0.7,0
2600,1.9,small,5.3,herding,owner_surrender,26,0,none,1,2.8,1.1,2.6,7.2,2.8,0,0,1,1,house_rented,1,4.8,10.0,3,0,0,8.5,2.8,0
24167,2.1,small,7.9,herding,stray,17,0,minor,1,3.6,3.4,3.5,6.2,5.0,1,1,0,1,apartment,0,7.6,7.4,3,1,0,6.8,1.2,0
34027,3.7,xlarge,45.2,working,stray,12,0,none,1,2.8,2.9,4.5,7.3,7.8,0,0,0,0,house_owned,1,4.5,5.8,1,0,1,5.6,1.5,0
31964,3.3,medium,19.3,mixed,owner_surrender,18,0,none,1,2.0,6.6,5.9,6.8,3.6,0,0,0,0,house_owned,1,8.2,0.0,2,0,0,5.2,6.8,0
39465,0.6,xlarge,52.4,hound,owner_surrender,70,0,minor,1,4.7,0.0,0.0,5.3,4.2,0,1,1,0,house_owned,1,7.3,2.0,1,0,0,5.7,3.3,0
4887,6.2,medium,15.0,mixed,owner_surrender,5,0,minor,1,2.5,3.1,7.1,7.6,6.9,1,1,1,1,house_rented,1,3.9,9.6,2,0,0,7.1,2.0,0
33207,2.5,small,7.6,mixed,transfer,8,1,none,1,2.5,1.7,7.6,5.2,5.4,1,0,0,1,apartment,1,2.6,2.7,2,0,0,5.1,2.5,0
20980,2.1,medium,14.6,mixed,owner_surrender,34,0,none,1,2.1,1.7,3.0,7.3,3.0,0,0,0,0,house_owned,0,1.8,6.2,1,0,1,4.6,1.1,0
18949,2.1,large,22.3,mixed,born_in_care,43,0,none,1,0.2,5.2,0.2,4.3,2.6,0,0,0,0,house_rented,1,4.8,7.4,1,0,0,5.8,3.1,0
11891,4.9,small,6.6,mixed,owner_surrender,4,1,minor,1,7.3,10.0,7.8,3.1,5.3,1,0,0,0,house_rented,1,4.8,2.9,3,0,0,5.3,0.2,0
17588,6.6,xlarge,33.8,mixed,stray,37,0,none,1,0.2,3.2,1.9,8.3,3.3,1,0,0,0,apartment,0,7.4,4.6,1,0,0,4.9,3.7,1
23530,3.7,medium,17.0,mixed,stray,27,0,minor,1,0.3,3.9,0.0,4.0,5.2,0,1,0,0,apartment,0,8.0,6.2,1,0,1,8.5,2.2,0
32871,0.4,large,34.4,herding,owner_surrender,17,0,none,1,0.0,2.8,6.2,4.6,3.3,0,0,1,0,apartment,0,7.3,7.8,1,0,0,7.2,3.2,1
1115,1.3,small,3.8,mixed,stray,149,0,none,1,1.1,2.0,3.2,3.1,3.1,1,0,0,1,house_rented,1,8.0,5.3,1,1,1,3.4,2.2,0
26147,2.1,small,4.6,mixed,owner_surrender,69,0,none,1,0.0,3.0,4.7,4.5,5.5,1,1,1,0,house_owned,1,5.8,3.0,1,0,0,8.1,1.5,0
7326,4.5,large,38.7,sporting,owner_surrender,18,0,minor,1,5.4,4.4,0.9,2.9,5.6,0,0,1,0,house_owned,1,3.0,3.9,1,0,0,8.1,1.0,0
25172,3.6,small,8.5,herding,stray,67,0,none,1,1.8,2.0,2.7,4.1,3.6,1,0,1,1,house_owned,1,2.3,8.1,1,0,0,6.6,4.0,0
5145,2.5,medium,19.1,mixed,stray,22,0,none,1,5.1,7.1,6.1,7.4,7.9,1,0,0,1,house_rented,1,5.3,5.8,1,0,0,6.3,1.6,0
34638,4.8,medium,16.1,working,stray,3,0,chronic,1,1.1,1.6,0.8,1.6,4.6,1,0,0,0,house_owned,1,6.6,10.0,2,0,0,3.9,8.4,0
21422,3.2,large,24.8,mixed,stray,30,0,none,1,1.8,0.5,7.5,3.3,0.3,0,0,1,0,house_owned,1,5.8,3.4,2,0,0,5.1,0.1,0
32288,3.9,medium,24.1,terrier,born_in_care,13,0,minor,1,0.0,3.9,3.1,8.5,7.2,0,0,1,1,house_rented,1,4.3,4.8,2,1,1,4.7,3.7,0
34202,3.4,small,7.0,mixed,owner_surrender,40,0,none,1,0.3,4.7,0.0,5.8,4.8,0,1,0,1,house_rented,1,0.0,4.5,1,1,1,5.1,1.3,0
11448,1.2,medium,21.3,sporting,transfer,28,0,minor,1,0.0,5.8,2.8,7.7,3.5,0,0,1,0,apartment,0,3.8,5.4,1,0,0,5.1,2.3,0
23,3.2,small,7.8,working,stray,6,1,none,1,3.0,3.0,5.5,5.4,1.8,0,0,0,1,apartment,1,6.1,4.2,2,1,0,1.6,1.2,0
39764,4.3,medium,21.8,terrier,transfer,17,0,none,1,7.2,6.0,5.9,5.8,5.9,0,0,0,0,apartment,0,6.2,4.9,3,0,0,8.7,0.9,0
39484,5.5,large,25.9,working,owner_surrender,15,1,none,1,0.5,6.7,1.1,5.8,4.9,0,0,0,0,apartment,0,5.9,0.0,1,0,1,6.7,5.8,1
35336,3.0,medium,15.2,hound,transfer,12,0,none,1,1.9,4.8,0.7,5.6,4.5,0,1,0,0,house_owned,1,7.1,0.8,2,0,0,7.2,4.8,0
25510,1.4,small,4.1,mixed,stray,15,0,chronic,1,0.3,2.4,4.3,5.1,7.8,1,0,1,1,house_rented,0,1.8,4.5,3,0,0,4.1,0.6,0
6024,4.8,small,9.8,mixed,stray,10,0,none,1,0.0,1.5,2.0,7.2,3.4,1,1,0,1,house_owned,1,8.9,9.9,2,1,0,8.2,2.7,0
14539,4.9,small,7.6,sporting,stray,17,0,none,1,6.2,6.2,4.5,4.6,4.6,0,0,0,0,apartment,0,5.2,8.0,1,0,0,2.9,3.4,0
4312,0.4,small,6.8,herding,stray,75,0,none,1,5.2,5.4,0.3,7.6,3.6,0,1,0,1,apartment,0,0.5,7.0,1,0,1,7.8,0.6,0
30931,3.5,medium,18.1,sporting,stray,27,0,none,1,2.4,2.8,3.5,7.6,4.3,1,0,0,0,apartment,0,7.4,6.0,3,0,0,8.4,1.6,0
22792,3.7,large,22.6,mixed,transfer,68,0,minor,1,0.8,1.8,5.5,8.0,1.6,0,1,1,0,house_owned,0,4.6,6.1,1,0,0,5.9,1.9,0
27946,2.4,medium,13.2,herding,stray,10,0,none,1,1.5,5.2,4.5,8.8,3.1,0,0,0,0,apartment,0,6.8,5.5,2,0,1,6.3,3.3,0
14544,3.6,xlarge,42.5,mixed,transfer,13,0,chronic,1,4.6,0.3,4.7,7.5,4.4,0,1,0,0,house_owned,1,5.5,5.8,1,0,0,6.8,1.7,0
39040,1.2,small,8.6,hound,stray,21,0,none,1,4.0,5.3,4.2,5.7,3.0,0,0,1,0,house_rented,1,5.4,2.7,4,0,0,5.9,3.0,0
6943,13.4,medium,17.3,herding,transfer,12,0,none,1,3.6,4.6,4.0,6.2,1.6,0,0,0,0,house_owned,1,11.5,4.1,1,0,1,5.7,2.1,0
36825,7.6,xlarge,50.7,sporting,stray,24,0,none,1,1.4,4.6,5.3,6.4,3.6,0,1,0,0,house_owned,1,7.9,5.6,4,0,1,8.5,0.8,0
10016,1.7,large,31.8,sporting,owner_surrender,36,0,none,1,3.5,4.3,4.3,7.0,4.2,1,1,0,0,apartment,0,3.6,8.2,2,0,0,3.9,1.2,1
10109,8.7,large,28.5,sporting,stray,28,0,none,1,1.0,0.0,3.8,6.7,3.7,1,0,0,1,apartment,0,6.7,0.0,3,0,0,5.9,6.7,1
30001,2.0,medium,22.3,terrier,born_in_care,26,0,none,1,6.3,5.1,0.0,5.8,6.8,0,0,0,1,house_rented,0,5.3,2.4,1,1,1,8.1,3.4,0
6489,1.0,xlarge,42.8,terrier,owner_surrender,3,0,minor,1,0.0,2.6,0.0,5.5,6.1,0,1,0,1,apartment,0,0.9,6.4,1,0,0,6.8,0.9,1
38836,1.1,large,36.2,sporting,owner_surrender,56,0,minor,1,0.1,3.5,2.4,4.9,5.3,1,0,1,0,apartment,0,5.7,7.0,1,0,0,5.3,2.1,1
23734,2.1,medium,20.7,working,stray,14,0,minor,1,0.8,4.3,4.5,6.7,3.4,0,0,0,0,apartment,0,10.3,3.1,1,0,0,4.1,3.6,0
31832,1.9,medium,14.1,mixed,owner_surrender,19,0,none,0,0.0,4.9,1.8,10.0,5.0,0,1,0,1,house_owned,1,1.5,3.6,1,1,0,7.8,6.4,0
24925,6.2,medium,11.9,working,stray,66,0,none,1,3.2,2.0,3.3,5.1,3.5,1,1,1,0,apartment,0,2.9,6.1,2,0,0,8.2,1.0,0
30035,4.9,medium,11.4,terrier,owner_surrender,19,1,none,1,2.8,1.6,5.5,8.5,1.6,1,0,1,1,apartment,0,2.1,4.4,1,0,1,4.2,4.1,0
39480,3.7,small,7.4,working,stray,33,0,chronic,1,3.8,4.3,6.2,8.1,3.0,0,0,1,0,house_rented,1,2.2,3.9,2,0,0,8.6,4.2,0
12552,5.3,large,31.1,hound,stray,23,0,none,1,0.0,2.6,4.4,7.1,1.7,1,0,0,0,house_owned,1,8.1,8.3,1,0,0,5.5,1.2,0
32226,2.8,small,4.6,hound,transfer,86,0,none,1,4.7,3.4,1.0,4.0,8.7,1,1,0,0,house_owned,1,3.3,8.9,1,0,0,8.2,4.9,0
15039,3.3,small,3.7,sporting,stray,37,0,none,1,0.1,1.1,2.3,6.4,2.9,0,1,1,1,house_owned,1,10.8,2.8,1,0,0,6.7,3.6,0
9504,4.4,xlarge,39.2,working,stray,7,1,none,1,7.7,2.5,3.9,4.2,3.5,1,1,0,1,apartment,0,3.8,4.0,2,1,1,2.6,0.2,1
35329,2.4,small,9.3,mixed,owner_surrender,132,0,none,0,2.5,4.1,4.2,3.2,9.7,0,1,0,0,house_owned,1,8.6,3.3,4,0,0,9.0,0.1,0
